Date;PX_LAST
27.06.2017;12.49
28.06.2017;12.66
29.06.2017;12.65
30.06.2017;13
03.07.2017;13.13
05.07.2017;12.67
06.07.2017;12.72
07.07.2017;12.44
10.07.2017;12.46
11.07.2017;12.66
12.07.2017;12.67
13.07.2017;12.88
14.07.2017;13.02
17.07.2017;12.86
18.07.2017;13
19.07.2017;13.2
20.07.2017;13.08
21.07.2017;12.76
24.07.2017;12.93
25.07.2017;13.315
26.07.2017;13.5
27.07.2017;13.64
28.07.2017;13.795
31.07.2017;13.95
01.08.2017;13.72
02.08.2017;13.835
03.08.2017;13.75
04.08.2017;13.84
07.08.2017;13.82
08.08.2017;13.75
09.08.2017;13.94
10.08.2017;13.68
11.08.2017;13.76
14.08.2017;13.39
15.08.2017;13.45
16.08.2017;13.31
17.08.2017;13.48
18.08.2017;13.97
21.08.2017;13.66
22.08.2017;13.74
23.08.2017;13.8976
24.08.2017;13.8
25.08.2017;13.8
28.08.2017;13.72
29.08.2017;13.74
30.08.2017;13.46
31.08.2017;14.05
01.09.2017;14.04
05.09.2017;14.14
06.09.2017;14.44
07.09.2017;14.51
08.09.2017;14.3
11.09.2017;14.3
12.09.2017;14.46
13.09.2017;14.69
14.09.2017;14.69
15.09.2017;14.78
18.09.2017;14.75
19.09.2017;14.7
20.09.2017;14.95
21.09.2017;15.02
22.09.2017;15.07
25.09.2017;15.66
26.09.2017;15.49
27.09.2017;15.34
28.09.2017;15.31
29.09.2017;15.16
02.10.2017;14.99
03.10.2017;14.97
04.10.2017;14.91
05.10.2017;15.245
06.10.2017;14.86
09.10.2017;14.88
10.10.2017;15.13
11.10.2017;15.21
12.10.2017;15.06
13.10.2017;15.28
16.10.2017;15.48
17.10.2017;15.55
18.10.2017;15.56
19.10.2017;15.31
20.10.2017;15.51
23.10.2017;15.39
24.10.2017;15.64
25.10.2017;15.65
26.10.2017;15.9
27.10.2017;16.15
30.10.2017;16.27
31.10.2017;16.35
01.11.2017;16.26
02.11.2017;16.34
03.11.2017;16.71
06.11.2017;17.28
07.11.2017;17.13
08.11.2017;17.06
09.11.2017;17.16
10.11.2017;17.1
13.11.2017;16.96
14.11.2017;16.635
15.11.2017;16.63
16.11.2017;16.5
17.11.2017;16.84
20.11.2017;16.71
21.11.2017;16.8
22.11.2017;16.98
24.11.2017;17.08
27.11.2017;17.07
28.11.2017;17.03
29.11.2017;16.88
30.11.2017;16.88
01.12.2017;17.18
04.12.2017;16.83
05.12.2017;16.965
06.12.2017;16.51
07.12.2017;16.73
08.12.2017;17.1
11.12.2017;17.435
12.12.2017;17.14
13.12.2017;16.85
14.12.2017;17.091
15.12.2017;17.04
